project_id,project_status,project_name,street_number,street_name,street_type,zip_code,block,lot,city_analysis_neighborhood,planning_neighborhood,lead_agency,program_area,project_area,project_type,housing_tenure,estimated_actual_construction_start_date,project_lead_sponsor,planning_case_number,planning_entitlements,entitlement_approval,building_permit_number,project_units,affordable_units,market_rate_units,affordable,sro_units,studio_units,_1bd_units,_2bd_units,_3bd_units,_4bd_units,_5_bd_units,mobility_units,manager_units,manager_unit_s_type,family_units,senior_units,tay_units,homeless_units,disabled_units,losp_units,public_housing_replacement_units,latitude,longitude,location,estimated_construction_completion,bedrooms_to_be_determined,project_owner,project_co_sponsor
2018-035,(4) Site Work Permit Issued,3637-3657 Sacramento,3637,Sacramento,St,94118.0,1018,"012, 020",Presidio Heights,Presidio Heights,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2020-11-06T00:00:00.000,Sacramento Locust Associates,2007.1347,,2018-11-08T00:00:00.000,201908290181,18,0,18,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7871612,-122.4525403,"{
  ""location"": {
    ""latitude"": ""37.7871612"",
    ""longitude"": ""-122.4525403""
  }
}",,,,
2021-009,(3) Design with Entitlements Approved,2800 Geary,2800,Geary,Blvd,94118.0,1069,13,Presidio Heights,Presidio Heights,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2023-06-16T00:00:00.000,,2019-023105PRJ,,2021-06-17T00:00:00.000,202211307389,42,13,29,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7826327,-122.449422,"{
  ""location"": {
    ""latitude"": ""37.7826327"",
    ""longitude"": ""-122.449422""
  }
}",,,,
2017-030,(3) Design with Entitlements Approved,2670 Geary,2670,Geary,Blvd,94118.0,1071,3,Presidio Heights,Presidio Heights,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2019-11-29T00:00:00.000,,2014-002181PRJ,,2017-11-30T00:00:00.000,201712146446,95,22,73,23.0,0,15,0,7,0,0,0,0,0,0,22,0,0,0,0,0,0,37.7828725,-122.4476658,"{
  ""location"": {
    ""latitude"": ""37.7828725"",
    ""longitude"": ""-122.4476658""
  }
}",,,,
2018-031,(5) First Construction Document Issued,2500 Turk St,2500,Turk,St,94118.0,1107,8,Lone Mountain/USF,Inner Richmond,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2019-03-06T00:00:00.000,University of San Francisco,2015-000058PRJ,,2018-03-15T00:00:00.000,"201611303815, 201611303820",155,0,155,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7792498,-122.4497708,"{
  ""location"": {
    ""latitude"": ""37.7792498"",
    ""longitude"": ""-122.4497708""
  }
}",,,,
2019-007,(3) Design with Entitlements Approved,400-444 Divisadero St; 1048-1062 Oak St,400,Divisadero,St,94117.0,1216,"004, 017",Haight Ashbury,Western Addition,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2021-05-21T00:00:00.000,Genesis CA Development LLC,2015-007816PRJ,,2019-05-23T00:00:00.000,201912179800,184,37,147,20.0,0,18,4,15,0,0,0,0,0,0,37,0,0,0,0,0,0,37.7730766,-122.4372683,"{
  ""location"": {
    ""latitude"": ""37.7730766"",
    ""longitude"": ""-122.4372683""
  }
}",,,,
2019-025,(5) First Construction Document Issued,3945 Judah St,3945,Judah,St,94122.0,1809,23,Sunset/Parkside,Outer Sunset,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,,,,,,201412314770,20,5,15,25.0,0,0,3,2,0,0,0,0,0,0,5,0,0,0,0,0,0,37.7602689,-122.5045427,"{
  ""location"": {
    ""latitude"": ""37.7602689"",
    ""longitude"": ""-122.5045427""
  }
}",,,,
2017-035,(3) Design with Entitlements Approved,3601 Lawton,3601,Lawton,St,94122.0,1901,1,Sunset/Parkside,Outer Sunset,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2019-12-20T00:00:00.000,Kodorski Design Inc,2015-009053PRJ,,,201803062996,41,10,31,24.0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7565277,-122.5017457,"{
  ""location"": {
    ""latitude"": ""37.7565277"",
    ""longitude"": ""-122.5017457""
  }
}",,,,
2012-012,(3) Design with Entitlements Approved,376 Castro,376,Castro,St,94114.0,2623,6,Castro/Upper Market,Castro/Upper Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2014-08-01T00:00:00.000,376 castro Street LLC,2004.0976,"2004.0976C,2004.0976E,2004.0976E_3,2004.0976K,2004.0976V",2012-08-02T00:00:00.000,,24,3,21,13.0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,37.7629565,-122.4354208,"{
  ""location"": {
    ""latitude"": ""37.7629565"",
    ""longitude"": ""-122.4354208""
  }
}",,,,
2015-020,(3) Design with Entitlements Approved,San Francisco Overlook,599,Crestmont,St,94131.0,2636,"025, 028",Inner Sunset,Inner Sunset,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,In-lieu Fee Project,2017-05-12T00:00:00.000,"San Francisco Overlook, LLC",2004.0093,"2004.0093C,2004.0093CUA-02,2004.0093E,2004.0093E_3,2004.0093E_5,2004.0093V",2015-05-14T00:00:00.000,"201912230336, 201912230319, 201912230349, 201912230263, 201912230285, 201912230272, 201912230347, 201912230348, 201912230260, 201912230314, 201912230292, 201912230254",29,0,29,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.758873,-122.460922,"{
  ""location"": {
    ""latitude"": ""37.758873"",
    ""longitude"": ""-122.460922""
  }
}",,,,
2021-023,(3) Design with Entitlements Approved,4512 23rd St,4512,23rd,St,94131.0,2800,5,Twin Peaks,Twin Peaks,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2023-10-20T00:00:00.000,Paramount Estate LLC,2019-019698PRJ,,2021-10-21T00:00:00.000,202002265479,13,3,10,23.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37.752591,-122.4432771,"{
  ""location"": {
    ""latitude"": ""37.752591"",
    ""longitude"": ""-122.4432771""
  }
}",,,,
2023-14,(3) Design with Entitlements Approved,4550-4570 Mission St,4550-4570,Mission,St,94112.0,3148,1,Excelsior,Outer Mission,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2025-03-21T00:00:00.000,,2012-000438PRJ,,2023-03-23T00:00:00.000,,69,17,52,25.0,0,0,9,6,2,0,0,0,0,0,0,0,0,0,0,0,0,37.72513,-122.43483,"{
  ""location"": {
    ""latitude"": ""37.72513"",
    ""longitude"": ""-122.43483""
  }
}",,,,
2017-027,(5) First Construction Document Issued,1629 Market,1,Brady,St,94103.0,3505,32,Mission,South of Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2019-10-18T00:00:00.000,,2015-005848PRJ,,2017-10-19T00:00:00.000,201901039599,484,58,426,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7735293,-122.4203114,"{
  ""location"": {
    ""latitude"": ""37.7735293"",
    ""longitude"": ""-122.4203114""
  }
}",,,,
2018-020,(5) First Construction Document Issued,30 Otis St,30,Otis,St,94103.0,3505,"010, 012, 013, 016, 018",Mission,South of Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,In-lieu Fee Project,2019-07-23T00:00:00.000,Align Real Estate,2015-010013PRJ,"2015-010013DNX,2015-010013ENV,2015-010013GPR,2015-010013IKA,2015-010013PPA,2015-010013SHD,2015-010013TDM,2015-010013VAR,2016-003379PRV",2018-09-27T00:00:00.000,201611283577,416,0,416,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7728644,-122.4192159,"{
  ""location"": {
    ""latitude"": ""37.7728644"",
    ""longitude"": ""-122.4192159""
  }
}",,,,
2020-033,(3) Design with Entitlements Approved,10 South Van Ness,10,South Van Ness,Ave,94103.0,3506,"003A, 004",Mission,South of Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Land Dedication,,,,,,202206176565,966,0,966,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7742162,-122.4195611,"{
  ""location"": {
    ""latitude"": ""37.7742162"",
    ""longitude"": ""-122.4195611""
  }
}",,,,
2016-028,(4) Site Work Permit Issued,1601 Mission,1601,Mission,St,94103.0,3514,43,Mission,South of Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,In-lieu Fee Project,2019-10-03T00:00:00.000,Trumark Urban,2014.1121,"2014.1121CND,2014.1121CUA,2014.1121DNX,2014.1121ENV,2014.1121PPA,2014.1121U,2014.1121VAR",2016-04-07T00:00:00.000,,220,0,220,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7721023,-122.418809,"{
  ""location"": {
    ""latitude"": ""37.7721023"",
    ""longitude"": ""-122.418809""
  }
}",,,,
2021-003,(3) Design with Entitlements Approved,1526-1560 Folsom,1526-1560,Folsom,St,94103.0,3516,"067, 066, 068, 009",Mission,South of Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2023-02-17T00:00:00.000,,2018-014795PRJ,,2021-02-18T00:00:00.000,,244,34,210,14.0,0,9,12,12,1,0,0,0,0,0,0,0,0,0,0,0,0,37.7717464,-122.4147106,"{
  ""location"": {
    ""latitude"": ""37.7717464"",
    ""longitude"": ""-122.4147106""
  }
}",,,,
2018-025,(5) First Construction Document Issued,1394 Harrison St,1394,Harrison,St,94103.0,3519,17,South of Market,South of Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,In-lieu Fee Project,2019-01-18T00:00:00.000,Realtex Group,2014.1213,,2018-05-30T00:00:00.000,,67,0,67,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7719297,-122.4113044,"{
  ""location"": {
    ""latitude"": ""37.7719297"",
    ""longitude"": ""-122.4113044""
  }
}",,,,
2019-008,(4) Site Work Permit Issued,33 Norfolk St,33,Norfolk,St,94103.0,3521,"053A, 093",Mission,South of Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2019-12-25T00:00:00.000,The International Land Group,2014.0008,,,201310078679,19,3,16,16.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7712588,-122.4140139,"{
  ""location"": {
    ""latitude"": ""37.7712588"",
    ""longitude"": ""-122.4140139""
  }
}",,,,
2019-035,(4) Site Work Permit Issued,344 14th St,344,14th,St,94103.0,3532,13,Mission,Mission,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2021-07-23T00:00:00.000,,2014.0948,,2019-07-25T00:00:00.000,202010156530,62,8,54,13.0,0,0,3,5,0,0,0,0,0,0,8,0,0,0,0,0,0,37.768459,-122.421089,"{
  ""location"": {
    ""latitude"": ""37.768459"",
    ""longitude"": ""-122.421089""
  }
}",,,,
2017-020,(4) Site Work Permit Issued,1726-1730 Mission,1726,Mission,St,94103.0,3532,004A,Mission,Mission,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2019-01-29T00:00:00.000,"Reuben, Junius & Rose, LLP",2014-002026PRJ,"2014-002026ENV,2014-002026ENX,2014-002026PPA",2017-06-01T00:00:00.000,201712196830,40,7,33,18.0,0,0,4,3,0,0,0,0,0,0,7,0,0,0,0,0,0,37.7694534,-122.4204018,"{
  ""location"": {
    ""latitude"": ""37.7694534"",
    ""longitude"": ""-122.4204018""
  }
}",,,,
2018-001,(4) Site Work Permit Issued,1965 Market,1965,Market,St,94103.0,3534,58,Mission,Mission,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2020-01-17T00:00:00.000,Keller Grover Properties,2015-002825PRJ,"2015-002825CUA,2015-002825ENV,2015-002825PPA",2018-01-18T00:00:00.000,201806081368,96,14,82,15.0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7694681,-122.4259604,"{
  ""location"": {
    ""latitude"": ""37.7694681"",
    ""longitude"": ""-122.4259604""
  }
}",,,,
2023-013,(3) Design with Entitlements Approved,67-69 Belcher St,67-69,Belcher,St,94114.0,3537,74,Castro/Upper Market,Castro/Upper Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2025-03-21T00:00:00.000,,2021-011813PRJ,,2023-03-23T00:00:00.000,,21,5,16,24.0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,37.76818,-122.42981,"{
  ""location"": {
    ""latitude"": ""37.76818"",
    ""longitude"": ""-122.42981""
  }
}",,,,
2019-026,(4) Site Work Permit Issued,55 Belcher St,55,Belcher,St,94114.0,3537,100,Castro/Upper Market,Castro/Upper Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2021-11-19T00:00:00.000,,2016-003994PRJ,,2019-11-21T00:00:00.000,201905069886,25,5,20,20.0,0,0,3,2,0,0,0,0,0,0,5,0,0,0,0,0,0,37.7685697,-122.4298466,"{
  ""location"": {
    ""latitude"": ""37.7685697"",
    ""longitude"": ""-122.4298466""
  }
}",,,,
2018-013,(3) Design with Entitlements Approved,2140 Market,2140,Market,St,94114.0,3542,8,Castro/Upper Market,Castro/Upper Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2020-07-29T00:00:00.000,,2014-002035PRJ,"11148PRV,11461PRV,2014-002035CUA,2014-002035ENV,2014-002035PPA,2014-002035TDM,2014-002035VAR",2018-07-31T00:00:00.000,201704113735,91,13,78,14.0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7671503,-122.4299645,"{
  ""location"": {
    ""latitude"": ""37.7671503"",
    ""longitude"": ""-122.4299645""
  }
}",,,,
2023-012,(3) Design with Entitlements Approved,1500 15th St,1500,15th,St,94103.0,3548,"016, 018",Mission,Mission,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2025-01-24T00:00:00.000,,2016-011827PRJ,,2023-01-26T00:00:00.000,,189,32,157,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.76704,-122.41809,"{
  ""location"": {
    ""latitude"": ""37.76704"",
    ""longitude"": ""-122.41809""
  }
}",,,,
2018-048,(4) Site Work Permit Issued,1924 Mission,1924,Mission,St,94103.0,3554,003A,Mission,Mission,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2020-02-20T00:00:00.000,,2014.0449,,2019-03-27T00:00:00.000,201605238117,11,1,10,9.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37.7663116,-122.4200257,"{
  ""location"": {
    ""latitude"": ""37.7663116"",
    ""longitude"": ""-122.4200257""
  }
}",,,,
2017-054,(5) First Construction Document Issued,1900 Mission,1900,Mission,St,94103.0,3554,1,Mission,Mission,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2020-03-19T00:00:00.000,,2013.133,,2017-12-06T00:00:00.000,201507080963,12,1,11,8.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7665747,-122.4201299,"{
  ""location"": {
    ""latitude"": ""37.7665747"",
    ""longitude"": ""-122.4201299""
  }
}",2023-10-24T00:00:00.000,,,
2016-010,(5) First Construction Document Issued,2238-2254 Market,2238,Market,St,94114.0,3560,"005, 006, 007, 008, 025, 026",Castro/Upper Market,Castro/Upper Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2018-12-03T00:00:00.000,Prado Group,2014.151,"2014.1510CND,2014.1510CUA,2014.1510ENV,2014.1510SHD,2014.1510SUB,2014.1510U",2016-02-11T00:00:00.000,201703312940,45,5,40,11.0,0,2,1,2,0,0,0,0,0,0,5,0,0,0,0,0,0,37.765478,-122.4320361,"{
  ""location"": {
    ""latitude"": ""37.765478"",
    ""longitude"": ""-122.4320361""
  }
}",,,"VP Duboce Triangle, LLC",
2021-022,(3) Design with Entitlements Approved,3832 18th St,3832,18th,St,94114.0,3580,18,Castro/Upper Market,Castro/Upper Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2023-10-13T00:00:00.000,"Reuben, Junius & Rose, LLP",2020-001610PRJ,,,202008312955,19,3,16,16.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7614712,-122.4292281,"{
  ""location"": {
    ""latitude"": ""37.7614712"",
    ""longitude"": ""-122.4292281""
  }
}",2025-12-06T00:00:00.000,,,
2019-027,(3) Design with Entitlements Approved,2300 Harrison,2300,Harrison,St,94110.0,3593,1,Mission,Mission,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2021-12-10T00:00:00.000,"Reuben, Junius & Rose, LLP",2016-010589PRJ,,,,24,3,21,13.0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,37.76039,-122.4131897,"{
  ""location"": {
    ""latitude"": ""37.76039"",
    ""longitude"": ""-122.4131897""
  }
}",,,,
2020-032,(5) First Construction Document Issued,986 South Van Ness,986,South Van Ness,Ave,94110.0,3610,10,Mission,Mission,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2022-08-22T00:00:00.000,,2018-012918PRJ,,2020-08-23T00:00:00.000,201809140274,15,2,13,13.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7574164,-122.4171983,"{
  ""location"": {
    ""latitude"": ""37.7574164"",
    ""longitude"": ""-122.4171983""
  }
}",,,,
2015-068,(4) Site Work Permit Issued,1298 Valencia,1298,Valencia,St,94110.0,3633,21,Mission,Mission,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2019-08-30T00:00:00.000,,2013.1404,,2017-08-31T00:00:00.000,201502198775,35,1,34,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.752323,-122.4209212,"{
  ""location"": {
    ""latitude"": ""37.752323"",
    ""longitude"": ""-122.4209212""
  }
}",,,,
2020-023,(4) Site Work Permit Issued,1120 Valencia,1120,Valencia,,94110.0,3635,4,Mission,Mission,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2022-09-15T00:00:00.000,,2018-017328PRJ,,2020-09-16T00:00:00.000,,18,2,16,11.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7548848,-122.4212867,"{
  ""location"": {
    ""latitude"": ""37.7548848"",
    ""longitude"": ""-122.4212867""
  }
}",,,,
2016-084,(4) Site Work Permit Issued,2675 Folsom,2675,Folsom,St,94110.0,3639,"006, 007",Mission,Mission,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2019-06-07T00:00:00.000,Muhammad A. Nadhiri,2014-000601PRJ,,2016-09-22T00:00:00.000,201607283625,117,19,98,16.0,0,4,8,7,0,0,0,0,0,0,19,0,0,0,0,0,0,37.7546616,-122.4138977,"{
  ""location"": {
    ""latitude"": ""37.7546616"",
    ""longitude"": ""-122.4138977""
  }
}",,,,
2020-001,(4) Site Work Permit Issued,3230-3236 24th St,3230-3236,24th,St,94110.0,3642,96,Mission,Mission,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,In-lieu Fee Project,2021-12-31T00:00:00.000,,2016-014062PRJ,,2020-01-02T00:00:00.000,,17,0,17,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7524374,-122.4168524,"{
  ""location"": {
    ""latitude"": ""37.7524374"",
    ""longitude"": ""-122.4168524""
  }
}",,,,
2016-110,(4) Site Work Permit Issued,1270 Mission,1270,Mission,St,94103.0,3701,21,South of Market,South of Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2018-10-26T00:00:00.000,,2014.0926,"2014.0926DNX,2014.0926GPA,2014.0926MAP,2014.0926PCA,2014.0926PPA,2014.0926SHD,2014.0926U,2014.0926VAR",2016-10-27T00:00:00.000,201611303826,299,64,235,21.0,0,16,33,12,3,0,0,0,0,0,64,0,0,0,0,0,0,37.776764,-122.4143623,"{
  ""location"": {
    ""latitude"": ""37.776764"",
    ""longitude"": ""-122.4143623""
  }
}",,,,
2023-011,(3) Design with Entitlements Approved,1010V Mission,1010V,Mission,St,94103.0,3703,26,South of Market,South of Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2025-01-10T00:00:00.000,,2022-009297PRJ,,2023-01-12T00:00:00.000,,57,26,31,46.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.78091,-122.409447,"{
  ""location"": {
    ""latitude"": ""37.78091"",
    ""longitude"": ""-122.409447""
  }
}",,,,
2023-015,(3) Design with Entitlements Approved,469 Stevenson,469,Stevenson,St,94103.0,3704,45,South of Market,South of Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2025-04-18T00:00:00.000,,2016-014833PRJ,,2023-04-20T00:00:00.000,,495,66,429,13.0,0,26,19,13,8,0,0,0,0,0,0,0,0,0,0,0,0,37.782,-122.40894,"{
  ""location"": {
    ""latitude"": ""37.782"",
    ""longitude"": ""-122.40894""
  }
}",,,,
2016-048,(5) First Construction Document Issued,Oceanwide Center,40,1st,St,94105.0,3708,3,Financial District/South Beach,Financial District,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,In-lieu Fee Project,2017-06-09T00:00:00.000,,2006.1523,,2016-05-05T00:00:00.000,201510301303,265,0,265,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7903707,-122.3986245,"{
  ""location"": {
    ""latitude"": ""37.7903707"",
    ""longitude"": ""-122.3986245""
  }
}",,,,
2016-112,(3) Design with Entitlements Approved,524 Howard,524,Howard,St,94105.0,3721,13,Financial District/South Beach,Financial District,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2018-11-02T00:00:00.000,"J. Abrams Law, PC",2013.0882,,,,334,50,284,15.0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,37.788032,-122.396977,"{
  ""location"": {
    ""latitude"": ""37.788032"",
    ""longitude"": ""-122.396977""
  }
}",,,,
2020-006,(3) Design with Entitlements Approved,542-550 Howard (Transbay Parcel F),542-550,Howard,St,94105.0,3721,16,Financial District/South Beach,Financial District,MOHCD,Inclusionary Housing Program,Transbay,New Construction,Ownership,2022-01-07T00:00:00.000,Farella Braun + Martell LLP,2016-013312PRJ,,2020-01-09T00:00:00.000,201903215849,165,54,111,33.0,0,0,7,30,17,0,0,0,0,0,0,0,0,0,0,0,0,37.7878622,-122.3972438,"{
  ""location"": {
    ""latitude"": ""37.7878622"",
    ""longitude"": ""-122.3972438""
  }
}",2024-03-02T00:00:00.000,,,
2015-055,(3) Design with Entitlements Approved,475 Minna,475,Minna,St,94103.0,3725,68,South of Market,South of Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2017-12-08T00:00:00.000,John Jensen,2018-016055PRJ,"2014.1442DNX,2014.1442ENV,2014.1442U",2015-12-10T00:00:00.000,201811276775,266,109,157,41.0,109,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,37.7809723,-122.4073931,"{
  ""location"": {
    ""latitude"": ""37.7809723"",
    ""longitude"": ""-122.4073931""
  }
}",,,,
2020-035,(4) Site Work Permit Issued,1088 Howard,1088,Howard,St,94103.0,3726,30,South of Market,South of Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2022-10-22T00:00:00.000,,2017-009796PRJ,,,201807023483,24,3,21,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7784205,-122.4093069,"{
  ""location"": {
    ""latitude"": ""37.7784205"",
    ""longitude"": ""-122.4093069""
  }
}",2024-12-15T00:00:00.000,,,
2017-007,(3) Design with Entitlements Approved,1228 Folsom,1228,Folsom,,94103.0,3729,11,South of Market,South of Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2019-01-04T00:00:00.000,RG Architecture,2014.0964,"2014.0964ENV,2014.0964ENX,2014.0964GEN-02,2014.0964PPA,2014.0964U,2014.0964VAR",,201509258131,24,3,21,13.0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,37.7747743,-122.4108446,"{
  ""location"": {
    ""latitude"": ""37.7747743"",
    ""longitude"": ""-122.4108446""
  }
}",,,,
2018-014,(3) Design with Entitlements Approved,280 7th St,280,7th,St,94103.0,3730,290,South of Market,South of Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2020-07-24T00:00:00.000,"Dragonfly Assets C-54, LLC",2016-004946PRJ,"2016-004946ENV,2016-004946ENX,2016-004946PPA,2016-004946SHD,2016-004946TDM",2018-07-26T00:00:00.000,201809200919,20,2,18,10.0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,37.7768471,-122.4085215,"{
  ""location"": {
    ""latitude"": ""37.7768471"",
    ""longitude"": ""-122.4085215""
  }
}",,,,
2019-023,(3) Design with Entitlements Approved,262 7th St,262,7th,St,94103.0,3730,7,South of Market,South of Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,,,2014.0334PRJ,,,,96,17,79,18.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.777076,-122.4085921,"{
  ""location"": {
    ""latitude"": ""37.777076"",
    ""longitude"": ""-122.4085921""
  }
}",,,,
2018-036,(3) Design with Entitlements Approved,1052-1060 Folsom,1052,Folsom,St,94103.0,3731,87,South of Market,South of Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2020-12-18T00:00:00.000,,2016-004905PRJ,,2018-12-20T00:00:00.000,,59,14,45,24.0,0,0,6,8,0,0,0,0,0,0,14,0,0,0,0,0,0,37.7776682,-122.4070613,"{
  ""location"": {
    ""latitude"": ""37.7776682"",
    ""longitude"": ""-122.4070613""
  }
}",,,,
2017-024,(4) Site Work Permit Issued,980 Folsom,,,,94103.0,3732,"028, 035, 152",South of Market,South of Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2019-08-28T00:00:00.000,,2013.0977,,,,33,4,29,12.0,0,0,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,37.7790667,-122.4053576,"{
  ""location"": {
    ""latitude"": ""37.7790667"",
    ""longitude"": ""-122.4053576""
  }
}",,,,
2019-018,(3) Design with Entitlements Approved,95 Hawthorne,95,Hawthorne,St,94105.0,3735,12,South of Market,Financial District,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2021-09-17T00:00:00.000,,2016-001794PRJ,,2019-09-19T00:00:00.000,202010015608,392,55,337,14.0,0,0,28,20,7,0,0,0,0,0,0,0,0,0,0,0,0,37.785042,-122.397942,"{
  ""location"": {
    ""latitude"": ""37.785042"",
    ""longitude"": ""-122.397942""
  }
}",,,,
2017-011,(4) Site Work Permit Issued,555 Howard,555,Howard,St,94105.0,3736,86,Financial District/South Beach,Financial District,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2019-05-29T00:00:00.000,Pacific Howard Corporation,2015-008058PRJ,"2015-008058CUA,2015-008058DNX,2015-008058ENV,2015-008058PPA,2015-008058SHD",2017-03-02T00:00:00.000,201612275918,69,10,59,14.0,0,0,3,5,2,0,0,0,0,0,10,0,0,0,0,0,0,37.7874206,-122.3969444,"{
  ""location"": {
    ""latitude"": ""37.7874206"",
    ""longitude"": ""-122.3969444""
  }
}",,,,
